,tile_id,fans,blotches
18454,APF0000jrp,0,1
17653,APF0000j02,1,1
12525,APF0000cwm,1,0
7773,APF00008e0,1,1
19795,APF0000kv6,0,1
22450,APF0000oyd,0,0
13305,APF0000dyk,1,0
5351,APF00005yr,1,0
27810,APF0000v96,1,1
379,APF00000cm,1,1
27984,APF0000vff,0,1
28183,APF0000vvb,1,0
22963,APF0000phd,1,0
21028,APF0000mxo,0,1
16856,APF0000i77,1,1
10850,APF0000bep,1,1
28450,APF0000w2w,1,1
13247,APF0000dw8,1,0
14364,APF0000fbm,0,1
11323,APF0000bs2,1,0
28410,APF0000w1s,1,1
17592,APF0000iwk,1,1
22236,APF0000oen,1,0
24058,APF0000qgr,1,0
28946,APF0000wgq,1,1
15714,APF0000h3g,0,1
27688,APF0000v4p,0,1
19449,APF0000kl5,0,1
6966,APF00007hl,0,1
19400,APF0000kjp,0,1
25591,APF0000sfs,1,1
3103,APF00002sb,0,1
572,APF00000if,0,1
21964,APF0000nsz,0,1
9411,APF0000a23,1,1
24218,APF0000qoe,1,0
5768,APF00006f2,0,1
4278,APF000047w,1,1
14309,APF0000f8z,1,0
25600,APF0000sg1,0,1
6804,APF00007by,0,1
24147,APF0000ql1,1,0
14005,APF0000ewb,0,1
19465,APF0000klm,1,1
22711,APF0000pa7,1,1
12265,APF0000cnv,1,0
24953,APF0000rl3,1,1
3050,APF00002q6,0,1
1437,APF000018b,0,1
7653,APF0000880,1,1
17717,APF0000j3c,1,1
13923,APF0000es0,1,0
25973,APF0000sqr,1,1
16357,APF0000ht9,1,0
12776,APF0000d7t,1,0
28105,APF0000vt3,0,1
16140,APF0000hjf,1,1
22751,APF0000pbb,1,1
4932,APF00005la,0,1
16438,APF0000hvi,1,1
27506,APF0000ug8,1,0
4660,APF000052j,0,1
25113,APF0000rpn,1,1
12844,APF0000d9q,1,1
7792,APF00008f2,1,1
21308,APF0000n6e,1,1
13279,APF0000dxk,1,1
3462,APF0000346,1,1
26819,APF0000tku,0,1
24591,APF0000r2u,1,0
7185,APF00007nq,0,1
6423,APF00006xa,1,1
22728,APF0000pao,1,1
1765,APF00001hy,0,1
7970,APF00008nb,1,1
12561,APF0000cy0,0,1
365,APF00000c8,1,1
3710,APF00003hb,0,1
6071,APF00006ni,1,0
5635,APF00006bd,0,1
18662,APF0000jxp,0,1
7892,APF00008jq,0,1
18203,APF0000jkd,0,1
12739,APF0000d6e,1,0
22080,APF0000nzp,0,1
21993,APF0000nua,0,1
6741,APF00007a3,0,1
16107,APF0000hhu,0,1
8268,APF00008z9,1,0
23009,APF0000pir,1,0
4206,APF0000450,1,1
18923,APF0000k5j,0,1
11558,APF0000bys,1,1
28792,APF0000wcf,1,1
5988,APF00006l7,0,1
26633,APF0000ten,1,1
15573,APF0000gy0,0,1
9462,APF0000a3v,1,0
12870,APF0000dag,0,1
25493,APF0000sd0,1,1
10352,APF0000ayu,1,0
25917,APF0000sp4,1,0
6975,APF00007hw,0,1
26489,APF0000tai,1,1
12626,APF0000d19,1,0
18366,APF0000jp7,0,1
6113,APF00006oo,1,1
8100,APF00008sy,0,1
1102,APF00000xl,1,1
17545,APF0000iu2,1,1
16209,APF0000hp4,1,1
8499,APF000096r,1,1
14841,APF0000g1f,0,1
22622,APF0000p7q,1,1
23896,APF0000qbu,1,1
5399,APF000060b,1,1
5159,APF00005su,0,1
4290,APF000048b,1,1
17106,APF0000ifq,1,1
13384,APF0000e1c,1,1
4327,APF000049j,1,0
28854,APF0000we6,1,1
24084,APF0000qhy,0,1
2074,APF00001qx,0,1
2088,APF00001rb,0,1
28493,APF0000w43,1,1
1511,APF00001ad,1,1
314,APF00000ai,1,1
10832,APF0000be7,0,1
9988,APF0000anr,1,1
6170,APF00006q9,1,1
12609,APF0000d0f,1,0
15555,APF0000gxi,1,1
19031,APF0000k8s,1,1
6918,APF00007g9,0,1
8469,APF000095u,1,1
9645,APF0000a9t,0,1
7369,APF00007su,0,1
28919,APF0000wfz,1,0
16057,APF0000hfs,1,0
29025,APF0000wiy,1,1
15757,APF0000h59,0,1
7586,APF000084n,1,0
25640,APF0000sh9,1,1
22292,APF0000okv,0,0
1498,APF00001a0,1,1
14399,APF0000fcz,0,1
12995,APF0000de8,1,0
321,APF00000aq,0,1
5667,APF00006c9,0,1
1171,APF00000zi,1,1
14590,APF0000fqb,1,0
15392,APF0000grw,0,1
5962,APF00006kh,0,1
1222,APF0000110,0,1
6953,APF00007h8,0,1
28044,APF0000vly,0,1
28000,APF0000vhe,1,0
21057,APF0000myj,0,1
7435,APF00007v5,1,0
18231,APF0000jl7,1,1
12128,APF0000cj8,1,1
24772,APF0000r81,1,0
7848,APF00008hi,1,1
23155,APF0000pn1,0,1
28833,APF0000wdl,1,1
9208,APF00009v8,1,0
27395,APF0000ucm,1,1
22158,APF0000o7i,0,1
24220,APF0000qog,1,0
21874,APF0000np6,1,1
26121,APF0000sv0,1,1
3825,APF00003ml,0,1
2091,APF00001re,1,1
1460,APF000018y,1,1
26866,APF0000tm9,1,1
10259,APF0000aw5,1,0
6849,APF00007dc,0,1
176,APF0000063,1,1
12082,APF0000chp,1,1
857,APF00000qh,1,1
20336,APF0000lyw,0,1
17048,APF0000ido,0,1
10970,APF0000bi1,0,1
20252,APF0000lqi,1,0
20588,APF0000mgb,0,1
6306,APF00006u1,0,1
2101,APF00001ro,0,1
16009,APF0000hdz,1,0
12873,APF0000daj,1,1
4283,APF0000482,1,1
24403,APF0000qvi,0,1
14336,APF0000fad,0,1
19419,APF0000kka,0,1
5786,APF00006fk,0,1
22585,APF0000p6p,1,1
14551,APF0000fk0,0,1
9113,APF00009rv,1,0
27661,APF0000v1o,1,1
15044,APF0000gho,0,1
18657,APF0000jxk,0,1
24446,APF0000qxc,0,1
27774,APF0000v84,0,1
23792,APF0000q8x,0,1
15409,APF0000gse,0,1
14157,APF0000f1z,1,0
11135,APF0000bmp,0,1
27744,APF0000v77,0,1
19972,APF0000l0i,0,1
2767,APF00002f2,1,1
17769,APF0000j5a,0,1
22161,APF0000o7w,1,0
18134,APF0000jib,1,1
20358,APF0000m0o,0,1
23539,APF0000q0w,1,1
8811,APF00009g5,1,1
28661,APF0000w8r,1,1
29284,APF0000wq5,1,0
6535,APF000070q,1,1
17385,APF0000ip0,1,1
20268,APF0000lrv,0,1
24784,APF0000r8e,0,1
8212,APF00008x4,1,1
28090,APF0000vso,0,1
18516,APF0000jti,1,1
942,APF00000sy,1,1
28359,APF0000w0d,1,1
19611,APF0000kpy,0,1
18895,APF0000k4n,1,1
29194,APF0000wnn,1,0
7948,APF00008me,0,1
1165,APF00000zc,1,1
26583,APF0000td7,1,0
22502,APF0000p2v,1,0
11452,APF0000bvs,1,1
1693,APF00001fn,0,1
28761,APF0000wbk,0,1
21871,APF0000np2,1,1
13311,APF0000dyr,1,1
21116,APF0000n0h,1,1
519,APF00000gr,0,1
12566,APF0000cyd,1,0
602,APF00000j9,0,1
6929,APF00007gk,0,1
14785,APF0000fyw,0,1
27811,APF0000v97,1,1
26646,APF0000tf1,1,0
25838,APF0000smw,1,1
2905,APF00002kc,1,1
3701,APF00003gv,0,1
25809,APF0000sm3,1,1
2992,APF00002np,1,0
15182,APF0000glj,1,1
4374,APF00004b5,1,1
6275,APF00006t6,0,1
954,APF00000ta,1,1
20323,APF0000lxj,0,1
19390,APF0000kjf,1,1
11733,APF0000c4e,1,1
14453,APF0000fex,0,1
7879,APF00008j0,1,0
6112,APF00006on,1,1
505,APF00000gd,0,1
29359,APF0000ws8,1,1
13780,APF0000elf,1,0
3003,APF00002o1,0,1
14738,APF0000fwq,0,1
9759,APF0000ad1,1,1
3097,APF00002s0,1,1
16539,APF0000hyb,1,0
303,APF00000a6,1,0
12563,APF0000cy3,1,0
15321,APF0000gph,1,1
12282,APF0000coj,1,1
24687,APF0000r5k,0,1
17670,APF0000j11,1,1
8861,APF00009hr,1,0
7888,APF00008jg,0,1
21756,APF0000nlc,1,1
12459,APF0000cuf,1,0
26934,APF0000to8,1,1
10417,APF0000b11,1,1
11814,APF0000c9l,1,1
24861,APF0000rif,0,1
9443,APF0000a39,1,1
13816,APF0000emf,1,1
19912,APF0000kys,1,1
22965,APF0000phf,1,1
18435,APF0000jr6,0,1
27301,APF0000u98,0,1
7173,APF00007ne,0,1
28288,APF0000vyd,1,1
18805,APF0000k1z,1,1
25250,APF0000rym,1,0
480,APF00000fk,0,1
25334,APF0000s1m,1,1
13269,APF0000dx7,1,1
1270,APF000012n,0,1
5735,APF00006e5,1,1
22778,APF0000pc2,1,1
9124,APF00009sa,1,0
4191,APF000044a,1,1
2903,APF00002k8,0,1
1736,APF00001h1,0,1
8333,APF000091l,1,0
6921,APF00007gc,0,1
3153,APF00002ub,0,1
28004,APF0000vht,0,1
16991,APF0000ib0,0,1
19144,APF0000kc6,0,1
18693,APF0000jyn,0,1
23533,APF0000q0q,1,0
14081,APF0000eyz,0,1
996,APF00000uj,1,1
12351,APF0000cqt,1,0
29582,APF0000wz8,1,0
603,APF00000ja,0,1
2744,APF00002e6,0,1
25405,APF0000s42,0,1
24379,APF0000qui,1,0
18135,APF0000jic,0,1
13608,APF0000eap,1,1
20647,APF0000mk3,1,0
11601,APF0000bzz,1,1
24179,APF0000qmb,1,1
11077,APF0000bl1,1,0
28345,APF0000vzz,1,1
28402,APF0000w1k,1,0
15127,APF0000gjz,1,1
15029,APF0000gh8,1,1
8362,APF000092i,1,1
19664,APF0000krg,1,1
27924,APF0000vcx,1,1
8019,APF00008pi,1,0
21977,APF0000nth,1,1
18965,APF0000k6u,0,1
14932,APF0000g86,1,0
1959,APF00001no,1,1
7747,APF00008d0,0,1
27579,APF0000uqy,1,0
10861,APF0000bf0,1,1
7727,APF00008ca,1,0
21323,APF0000n6u,0,1
948,APF00000t4,1,1
8802,APF00009ft,1,1
7955,APF00008mo,1,1
15167,APF0000gl4,0,1
7165,APF00007n6,0,1
1794,APF00001iv,0,1
17015,APF0000ic8,0,1
25951,APF0000sq5,1,1
1382,APF000016n,0,1
22046,APF0000nws,1,1
6476,APF00006yr,0,1
8266,APF00008z7,1,0
10202,APF0000aui,0,1
6827,APF00007co,0,1
14991,APF0000gfe,1,0
8822,APF00009gh,1,0
24708,APF0000r66,1,0
25340,APF0000s1u,1,1
26505,APF0000taz,0,1
25261,APF0000ryx,1,0
7463,APF00007ww,1,0
16946,APF0000i9r,1,0
7713,APF00008bb,1,0
35,APF000001a,0,1
23236,APF0000ppd,1,0
22297,APF0000olj,1,1
25864,APF0000snn,1,1
23669,APF0000q4o,0,1
18782,APF0000k19,0,1
2577,APF000027l,0,1
9458,APF0000a3r,0,1
12726,APF0000d5n,1,0
20925,APF0000mun,0,1
8060,APF00008r3,0,1
12859,APF0000da5,1,0
7797,APF00008fc,1,0
2837,APF00002hv,1,1
165,APF000005l,1,0
9469,APF0000a42,0,1
10326,APF0000ay4,1,0
15289,APF0000gok,0,1
23546,APF0000q13,1,0
20180,APF0000lio,0,1
16789,APF0000i5c,1,0
16274,APF0000hqx,1,1
10491,APF0000b4h,1,1
21441,APF0000nay,0,1
6212,APF00006rf,0,1
6376,APF00006vz,0,1
1427,APF0000180,0,1
8429,APF000094k,0,1
17130,APF0000igi,1,1
16718,APF0000i3d,1,0
11217,APF0000bp2,1,1
139,APF000004q,0,0
11716,APF0000c3r,1,1
14508,APF0000fh6,0,1
9109,APF00009rr,1,0
23061,APF0000pka,1,1
8213,APF00008x5,1,1
18632,APF0000jwu,0,1
27756,APF0000v7j,1,1
11457,APF0000bvx,1,0
12596,APF0000czw,1,0
14933,APF0000g87,0,1
3874,APF00003ov,0,0
5108,APF00005r7,1,1
18571,APF0000jv2,0,1
26617,APF0000te7,1,1
21679,APF0000nix,1,1
25736,APF0000sk1,0,1
6171,APF00006qa,1,1
580,APF00000in,0,1
13673,APF0000eft,1,1
28357,APF0000w0b,1,1
8659,APF00009bl,0,1
19203,APF0000kdx,1,1
18673,APF0000jy0,1,1
13450,APF0000e3v,0,1
18867,APF0000k3t,0,1
9984,APF0000anm,1,1
23045,APF0000pjt,1,1
28314,APF0000vz3,1,0
4862,APF00005ib,1,1
8207,APF00008wx,0,1
28378,APF0000w0w,1,1
17502,APF0000ism,1,0
23143,APF0000pmp,1,0
26870,APF0000tmd,0,1
26141,APF0000svk,1,0
26861,APF0000tm3,1,1
4257,APF0000479,1,1
17526,APF0000ite,1,0
23603,APF0000q2p,1,0
846,APF00000q6,1,1
21653,APF0000ni5,1,1
21459,APF0000nbi,0,1
10561,APF0000b6j,0,1
19500,APF0000kmn,1,1
5972,APF00006kr,0,1
5275,APF00005wf,1,1
23702,APF0000q6f,0,1
2247,APF00001vv,0,1
13317,APF0000dz2,0,1
19838,APF0000kwg,1,1
15246,APF0000gnb,1,1
21648,APF0000ni0,1,1
507,APF00000gf,0,1
5890,APF00006ih,1,1
15560,APF0000gxn,1,1
13985,APF0000evo,0,1
1727,APF00001gp,1,1
3041,APF00002pp,1,1
27374,APF0000ubu,0,1
27133,APF0000u17,0,1
153,APF0000057,1,1
13385,APF0000e1d,0,1
1208,APF000010j,1,1
916,APF00000s7,1,1
24830,APF0000rag,0,0
20492,APF0000m7c,1,1
20545,APF0000mc8,0,1
2503,APF000024r,0,1
10303,APF0000axh,1,0
12442,APF0000ctv,1,1
27394,APF0000ucl,1,0
4582,APF00004u0,1,1
765,APF00000nx,1,1
11096,APF0000blk,1,1
533,APF00000h9,0,1
3962,APF00003tn,0,1
7112,APF00007lp,0,1
18600,APF0000jvx,0,1
11388,APF0000btz,1,0
27050,APF0000trs,0,1
16195,APF0000hoq,1,0
19235,APF0000ket,1,1
9814,APF0000afw,1,1
25039,APF0000rni,1,1
548,APF00000hq,1,1
3137,APF00002tq,1,1
15632,APF0000h02,1,1
20596,APF0000mgv,1,0
27838,APF0000vab,1,1
4440,APF00004dh,0,1
11441,APF0000bvh,1,1
26367,APF0000t6z,1,1
23115,APF0000plv,1,1
18637,APF0000jx0,0,1
25431,APF0000s6x,0,1
27393,APF0000uck,0,1
12427,APF0000ctd,1,0
10098,APF0000ar9,1,1
4024,APF00003wp,1,1
5233,APF00005v8,1,0
7057,APF00007k6,0,1
5182,APF00005tj,0,1
6383,APF00006w6,1,1
23228,APF0000pp5,1,1
4445,APF00004dm,1,1
14011,APF0000ewi,1,1
7081,APF00007ku,0,1
937,APF00000ss,1,1
6725,APF000079m,0,1
2404,APF0000217,0,1
27151,APF0000u24,1,0
4808,APF00005fs,0,1
9199,APF00009ux,1,1
2340,APF00001z1,0,1
20249,APF0000lq2,0,1
14694,APF0000fv1,0,1
11878,APF0000cbo,1,1
18285,APF0000jms,1,1
335,APF00000b9,0,1
6353,APF00006vc,0,1
22811,APF0000pcz,1,1
13390,APF0000e1i,1,1
27692,APF0000v5d,1,0
6178,APF00006qh,0,1
19569,APF0000kop,1,1
8736,APF00009dx,0,1
8028,APF00008pu,0,1
27264,APF0000u7x,0,1
8056,APF00008qz,1,0
21541,APF0000neb,0,1
15774,APF0000h6a,1,0
15076,APF0000gik,1,1
25533,APF0000se5,0,1
23334,APF0000pv3,1,1
8507,APF0000970,1,1
23542,APF0000q0z,1,0
4444,APF00004dl,0,1
17075,APF0000iem,0,1
28690,APF0000w9k,1,1
5485,APF000062u,0,1
6729,APF000079r,0,1
606,APF00000jd,0,1
13453,APF0000e3z,1,1
3623,APF00003bs,1,1
8582,APF0000999,1,1
2801,APF00002gf,0,1
12390,APF0000cs3,1,0
26144,APF0000svo,1,0
22775,APF0000pbz,1,1
7413,APF00007u2,0,1
13886,APF0000epg,1,0
4694,APF000058u,0,1
26576,APF0000td0,1,1
2563,APF0000272,0,1
27277,APF0000u8d,0,1
22464,APF0000ozu,1,0
20610,APF0000mig,0,1
564,APF00000i7,0,1
22196,APF0000ob8,1,1
13397,APF0000e1p,1,1
8123,APF00008tu,0,1
9309,APF00009yk,1,1
13382,APF0000e1a,1,1
8472,APF000095x,1,1
18415,APF0000jql,0,1
4309,APF000048y,1,1
26832,APF0000tl7,1,0
913,APF00000s1,1,1
10917,APF0000bgk,1,1
20158,APF0000lge,1,1
26863,APF0000tm5,0,1
10024,APF0000aos,1,1
29020,APF0000wit,1,1
22744,APF0000pb4,1,1
19562,APF0000koi,1,1
15627,APF0000gzt,1,1
19413,APF0000kk4,1,0
6303,APF00006ty,1,1
4757,APF00005cy,0,0
13975,APF0000evd,0,1
17425,APF0000iqb,1,1
10318,APF0000axw,1,1
11673,APF0000c26,1,0
29224,APF0000woh,1,0
4495,APF00004h3,0,1
12779,APF0000d7w,1,0
4533,APF00004sd,0,1
24214,APF0000qo8,0,1
25156,APF0000rqx,1,0
18282,APF0000jmp,0,1
8740,APF00009e1,0,1
15590,APF0000gyh,0,1
14952,APF0000gaa,0,1
19297,APF0000kgn,0,1
2100,APF00001rn,0,1
19822,APF0000kvy,1,1
24508,APF0000qzo,0,1
18312,APF0000jnk,0,1
10521,APF0000b5c,1,1
20756,APF0000mp4,1,1
669,APF00000l5,0,1
2599,APF000028d,0,1
8825,APF00009gk,1,0
29499,APF0000ww4,1,0
7103,APF00007lg,0,1
20755,APF0000mp2,1,0
27491,APF0000ufq,1,0
11356,APF0000bt1,1,1
11932,APF0000cdd,1,1
20851,APF0000msg,1,1
13771,APF0000el6,1,1
10090,APF0000aqy,1,1
16872,APF0000i7n,1,0
12225,APF0000cmh,0,1
10039,APF0000ap7,1,1
25227,APF0000rxc,1,1
17947,APF0000jcp,1,1
22384,APF0000oui,0,1
6669,APF0000780,0,1
19726,APF0000kt6,1,1
16504,APF0000hxc,1,1
14160,APF0000f23,1,1
18945,APF0000k6a,1,1
25032,APF0000rnb,1,1
14768,APF0000fy5,0,1
25943,APF0000spx,0,1
25470,APF0000scd,0,1
4182,APF000043p,1,0
12558,APF0000cxv,1,0
2181,APF00001ty,0,1
27099,APF0000txu,0,1
689,APF00000lp,0,1
20354,APF0000m0f,1,1
20569,APF0000mec,0,1
4322,APF000049e,1,0
6285,APF00006tg,1,1
3122,APF00002sz,0,1
2162,APF00001te,0,1
9226,APF00009vr,1,1
24596,APF0000r2z,1,0
10789,APF0000bcy,0,1
12780,APF0000d7x,1,1
8118,APF00008to,0,1
11887,APF0000cby,1,0
10986,APF0000bih,1,1
6624,APF000076l,0,1
3305,APF00002zl,1,1
24012,APF0000qf2,0,1
26365,APF0000t6w,1,1
22434,APF0000oxa,1,0
21539,APF0000ne9,1,1
25781,APF0000sla,1,1
25192,APF0000ru7,1,0
22138,APF0000o69,1,0
17460,APF0000ire,1,0
10383,APF0000azp,1,1
1713,APF00001g8,1,1
8173,APF00008vs,1,1
7880,APF00008j4,1,0
5235,APF00005va,1,1
22709,APF0000pa5,1,1
6028,APF00006mb,0,1
12385,APF0000cru,1,1
5624,APF00006b2,0,1
28286,APF0000vyb,1,1
28172,APF0000vuz,0,1
18395,APF0000jq1,0,1
28944,APF0000wgo,1,0
23901,APF0000qbz,1,1
17504,APF0000iso,0,1
21710,APF0000njv,0,1
23208,APF0000pol,1,0
22420,APF0000owd,1,0
5686,APF00006cs,0,1
19133,APF0000kbs,0,1
17663,APF0000j0l,1,1
5425,APF0000613,1,1
24853,APF0000rhx,0,1
7247,APF00007pg,0,1
18698,APF0000jys,0,1
14812,APF0000g09,1,1
17097,APF0000iff,1,0
7099,APF00007lc,0,1
5449,APF000061t,0,1
22915,APF0000pfx,1,1
21746,APF0000nl2,1,1
13534,APF0000e78,1,1
2970,APF00002mq,1,1
981,APF00000u3,1,1
18861,APF0000k3n,0,1
13959,APF0000euv,0,1
20302,APF0000lv8,0,1
24065,APF0000qh1,0,1
2464,APF000023b,0,1
26355,APF0000t6m,1,1
18918,APF0000k5e,0,1
17282,APF0000ilo,0,1
14018,APF0000ewr,0,1
20888,APF0000mti,1,1
2085,APF00001r8,1,1
1954,APF00001nj,1,1
17081,APF0000iev,0,1
10541,APF0000b5x,1,1
4664,APF000053q,1,0
7487,APF00007yu,1,0
15367,APF0000gqz,0,1
20230,APF0000lnk,0,0
6242,APF00006s9,0,1
22501,APF0000p2k,1,0
28565,APF0000w63,1,1
6195,APF00006qy,1,1
17788,APF0000j5z,0,1
24002,APF0000qes,0,1
11091,APF0000blf,0,1
2772,APF00002fa,0,1
20961,APF0000mvo,0,1
1950,APF00001nf,1,1
14062,APF0000ey6,1,1
10678,APF0000b9u,1,1
19012,APF0000k88,0,1
13008,APF0000deq,1,0
19502,APF0000kmp,0,1
27117,APF0000tzr,1,0
18228,APF0000jl4,0,1
25939,APF0000spt,1,1
19114,APF0000kb8,1,1
16594,APF0000hzv,1,0
16279,APF0000hr2,1,1
25454,APF0000sbf,1,1
21140,APF0000n17,1,1
15929,APF0000hb5,0,1
14141,APF0000f1a,0,1
10805,APF0000bde,1,1
25982,APF0000sr0,1,1
22289,APF0000ok8,1,0
2039,APF00001px,0,1
29577,APF0000wyy,1,0
27868,APF0000vb8,1,1
4892,APF00005jq,1,1
21130,APF0000n0x,1,1
28621,APF0000w7n,1,1
17698,APF0000j2b,0,1
24415,APF0000qvz,1,0
2761,APF00002eu,0,1
6795,APF00007bp,0,1
3859,APF00003o4,1,1
26295,APF0000t4y,1,0
5524,APF0000640,1,1
19096,APF0000kan,0,1
9911,APF0000ak6,0,1
1361,APF000015z,1,1
12049,APF0000cgs,1,1
14424,APF0000fdx,0,1
3413,APF000032l,1,1
24359,APF0000qtp,1,1
4199,APF000044r,1,0
4523,APF00004r8,0,1
27400,APF0000uct,0,1
644,APF00000kg,0,1
25688,APF0000sim,1,0
27082,APF0000tvk,0,1
12309,APF0000cpg,1,0
23097,APF0000pld,0,1
4847,APF00005hq,0,0
18113,APF0000jhq,0,1
1774,APF00001i8,0,1
19173,APF0000kd3,0,1
8980,APF00009n2,0,1
24301,APF0000qrl,0,1
27073,APF0000tu1,0,1
8860,APF00009hp,1,0
21916,APF0000nqs,0,1
22806,APF0000pcu,1,1
13498,APF0000e68,0,1
17727,APF0000j3r,0,1
24284,APF0000qr0,1,0
18011,APF0000jeq,1,1
7728,APF00008cc,0,1
14859,APF0000g24,1,1
5560,APF0000653,1,1
7821,APF00008gc,0,1
14106,APF0000f00,0,1
10696,APF0000bac,1,1
8580,APF0000997,1,1
16906,APF0000i8m,1,0
7420,APF00007u9,0,1
4432,APF00004d6,0,1
19616,APF0000kq4,1,1
24846,APF0000rf0,0,1
23464,APF0000pys,1,0
24298,APF0000qrh,1,0
10977,APF0000bi8,1,0
20394,APF0000m2w,1,1
18397,APF0000jq3,0,1
21803,APF0000nmp,1,1
22554,APF0000p5u,1,1
26326,APF0000t5t,1,1
14611,APF0000fsd,0,1
8377,APF000092y,1,1
23118,APF0000ply,1,0
10543,APF0000b5z,1,1
26252,APF0000t1b,1,0
5054,APF00005pe,1,1
23569,APF0000q1r,0,1
21675,APF0000nis,0,1
16521,APF0000hxt,1,0
19020,APF0000k8h,1,1
5164,APF00005sz,1,1
27626,APF0000uxv,0,1
5974,APF00006kt,1,1
7772,APF00008dz,0,1
2953,APF00002lz,1,1
13444,APF0000e38,1,1
24188,APF0000qmv,1,1
12715,APF0000d56,1,0
24705,APF0000r63,1,0
8269,APF00008za,1,1
19734,APF0000kte,0,1
24073,APF0000qhe,0,1
23531,APF0000q0o,1,0
8124,APF00008tv,1,0
28765,APF0000wbo,1,1
29056,APF0000wjt,1,0
506,APF00000ge,0,1
8274,APF00008zj,1,0
25390,APF0000s3j,0,1
14277,APF0000f7a,1,0
23520,APF0000q0d,1,1
22992,APF0000pi9,0,1
17685,APF0000j1n,1,1
25910,APF0000sox,1,0
1422,APF000017v,0,1
15688,APF0000h2g,1,1
9854,APF0000ahn,0,1
23091,APF0000pl7,0,1
15752,APF0000h4w,0,1
12511,APF0000cw7,1,1
13629,APF0000eci,1,1
16673,APF0000i24,1,0
4078,APF00003yw,1,0
26379,APF0000t7d,1,0
16492,APF0000hx0,1,1
3280,APF00002yv,0,1
21877,APF0000npd,1,1
5792,APF00006fq,1,1
15535,APF0000gwy,1,1
5784,APF00006fi,0,1
8358,APF000092e,0,1
28859,APF0000web,1,1
8241,APF00008y6,0,1
11795,APF0000c90,1,0
19888,APF0000ky3,1,1
25502,APF0000sd9,1,1
11150,APF0000bn4,1,1
18547,APF0000jue,0,1
22698,APF0000p9u,1,1
1863,APF00001ky,0,1
21380,APF0000n8s,0,1
10685,APF0000ba1,1,1
1121,APF00000y4,1,1
9337,APF00009zg,1,0
12373,APF0000cri,1,0
9326,APF00009z3,0,1
15383,APF0000grm,1,1
11369,APF0000bte,0,1
16354,APF0000ht6,1,1
16859,APF0000i7a,1,0
21887,APF0000npt,0,1
953,APF00000t9,1,1
25168,APF0000rrx,0,1
13443,APF0000e36,1,0
7441,APF00007vf,1,0
10445,APF0000b33,1,1
11418,APF0000but,1,1
1504,APF00001a6,0,1
9330,APF00009z8,1,1
8550,APF0000989,0,1
11152,APF0000bn6,0,1
11903,APF0000cci,1,0
18758,APF0000k0h,0,1
15465,APF0000guh,0,1
16782,APF0000i55,1,0
4875,APF00005iw,1,1
5079,APF00005qb,0,1
24903,APF0000rjn,0,1
28013,APF0000viw,0,1
9375,APF0000a0x,0,1
27706,APF0000v65,1,1
12444,APF0000ctx,1,0
27645,APF0000v05,1,0
6266,APF00006sx,1,1
20095,APF0000l9q,0,1
7178,APF00007nj,0,1
3129,APF00002tb,1,1
17037,APF0000id7,0,1
10073,APF0000aqe,1,1
23529,APF0000q0m,1,0
12254,APF0000cnf,1,0
3784,APF00003kp,0,0
17212,APF0000ijd,0,1
27766,APF0000v7v,0,1
18421,APF0000jqr,1,1
13766,APF0000el1,1,0
3486,APF000034w,0,1
9664,APF0000aad,1,1
21741,APF0000nkw,0,1
19759,APF0000ku5,0,1
28263,APF0000vxn,1,0
28141,APF0000vu4,1,1
17888,APF0000ja6,0,1
6826,APF00007cn,0,1
10938,APF0000bh5,0,1
6566,APF000071o,0,1
9528,APF0000a5w,1,1
13492,APF0000e62,1,0
11445,APF0000bvl,0,1
22062,APF0000nxt,0,1
7790,APF00008f0,0,1
23729,APF0000q76,1,1
24176,APF0000qm7,1,0
9567,APF0000a7a,1,0
20102,APF0000lap,0,1
11515,APF0000bxl,1,1
16248,APF0000hq7,1,1
493,APF00000fz,0,1
26984,APF0000tpt,1,1
28028,APF0000vk8,0,1
21211,APF0000n3h,0,1
8520,APF000097d,0,1
7903,APF00008k8,1,1
29632,APF0000x1l,0,1
18985,APF0000k7f,1,1
2192,APF00001ua,1,1
14561,APF0000fln,0,1
20736,APF0000mo8,1,0
6690,APF000078m,0,1
12412,APF0000csw,1,0
16439,APF0000hvj,1,1
3690,APF00003g8,0,1
7195,APF00007o0,0,1
10614,APF0000b80,1,1
13964,APF0000ev0,1,1
807,APF00000p3,1,1
3268,APF00002yi,1,1
22027,APF0000nvx,1,1
1412,APF000017l,1,1
22013,APF0000nvc,0,1
18696,APF0000jyq,0,1
20386,APF0000m2m,0,1
10413,APF0000b0w,1,1
12025,APF0000cg3,1,0
14851,APF0000g1s,1,0
22738,APF0000pay,1,1
16393,APF0000hu9,1,0
10920,APF0000bgn,1,1
16116,APF0000hi9,0,1
29380,APF0000wst,1,0
10760,APF0000bc5,0,1
15458,APF0000gu4,1,1
23994,APF0000qek,0,1
13594,APF0000e9k,0,1
10872,APF0000bfb,1,1
22174,APF0000o97,0,1
17702,APF0000j2k,1,1
16398,APF0000hue,1,0
26956,APF0000tox,0,1
27420,APF0000udf,1,1
23130,APF0000pmb,1,1
3177,APF00002v9,1,1
26025,APF0000ss9,0,1
28605,APF0000w77,1,1
4830,APF00005h3,1,0
18899,APF0000k4r,1,1
20501,APF0000m7m,0,1
2111,APF00001ry,1,1
6106,APF00006oh,1,1
22473,APF0000p10,1,0
21656,APF0000ni8,1,1
